userName,score,content,at,sentiment
Eko Wahyudi,5,"Trimkasih Flyboys.Games serasa punya armada sendiri😄 saran aja kalau bisa tambahin siang malam. Yang agak berat sih kalau q gak bisa dapet koin emasnya, padahal buat beli pesawat/ ganti mode warna pakek koin emas juga😭 semoga agak di permudah saja, Biar tambah real. Biar tambah seru lagi tambahin juga cuaca extrim seperti hujan angin badai, hujan petir, turnado, dll.",2024-09-08 10:52:56,positif
Afandri Lutfi,5,"Game nya udah bagus tapi tolong dibenahi lagi soal traffic traffic yang ada di sekitaran bandara kek mobil, jalan dan kendaraan lainnya. Dan tambahkan maskapai di asia tenggara seperti Lion air, Garuda Indonesia, Citilink, dan batik air. Jangan hanya di Eropa dan di sebagian Asia doang tolong lah lengkap kan semuanya. Overall gamenya bagus👍🏿",2024-09-08 06:53:28,positif
Apri Anto Wibowo,4,"Kasih profil nama, biar bisa ganti nama penerbangan.. selebihnya bagus, cuma pemasukan kecil",2024-09-08 00:29:57,positif
Muhammad Febrianto,5,Please add Boeing 737 900 and 737 9 max,2024-09-07 12:25:35,positif
Oddo F11,5,saya tidak tau,2024-09-07 09:50:24,positif
Novrian Wangke,4,"min lama nunggu pesawatnya masuk, bisa ka ada fitur percepat waktu gitu?",2024-09-07 07:13:09,positif
Nanang Gunawan,3,Game nya bagus tapi ada beberapa kekurangan. 1.gak ada awm 2.gak ada glowal 3.gak ada senjata ff,2024-09-07 05:55:55,netral
Hafis KS013,5,Game ini sangat bagus,2024-09-06 08:22:55,positif
Memes Arsyil,1,Bug nya masih ada pas lagi loading keluar keluar terus dah. Gwe hapus aja,2024-09-06 06:45:20,negatif
Agus kk Sp,1,Game ini lumayan tapiiii apakah Game ini ofline??. Kalo ofline saya akan Dowloadnyaa,2024-09-06 06:17:08,negatif
Surya putra difah,5,Saran aku tambahin bandara baru yang bisa dibeli dan harganya murah,2024-09-04 11:08:08,positif
Geraldi Hamdani Hermansyah,5,"BIKIN BANDARA SOEKARNO HATTA CGK INDONESIA DONG, SAYA SUKA BANDARA DI INDONESIA",2024-09-04 07:39:38,positif
Mei Agastya,1,saya pernah donwload tetapi tidak bisa masuk pesawat nya dan saya meng hapus,2024-09-03 04:34:14,negatif
Fathan Fathan,2,Loading nya lama bangettttttt,2024-09-02 22:43:40,negatif
Anto Yanuar,5,Another bug in Muscat. Plane jammed on on taxiway near terminal 153-105 please fix this. I have a screenshot on this buat where should i report this bug,2024-09-02 05:08:34,positif
Riski Riski,1,Game yang sangat masuk akal,2024-09-01 13:04:04,negatif
Randha Azkha,5,Kalo saya sarankan game ini udah bagus yang agak kurang nya tambahin traffic atau koleksi pesawat di dunia,2024-09-01 05:31:02,positif
Rahmat Hidayat,1,Tolong geme ini di jadikan online seperti game mobile legend dan juga di bikin bandara nyata seperti bandara di dunia saya kasih bintang 1 dulu supaya yang punya game ini semakin semangat,2024-08-31 19:09:42,negatif
Jogih Sagar,5,P bagus,2024-08-31 14:02:11,positif
emuh muhtar,3,Grafic nya bagus tapi sayang nya pas baru download loading ny lama,2024-08-31 11:52:43,netral
Maslihati Dukuh,5,Tyru dan diganti dengan jumlah tinjauan ini adalah Al Quran yang,2024-08-31 06:15:10,positif
Lesti limit,1,setiap saya dowload game ini pasti saya gabisa masuk ke game tolong developer di bantuu trima kasihh,2024-08-31 04:57:07,negatif
Edwinna Nur aditia,5,"Sampai lupa wktu krn game ini..hehehe Seru,asyik,grafiknya jg bagus bgt.",2024-08-30 12:34:35,positif
Angga Nur,5,Good game kalo bisa ditambahin efek hujan dan bersalju cuma itu saja saran dari saya thank!!,2024-08-30 08:53:57,positif
Abhizar,5,Nice,2024-08-29 18:27:49,positif
Grup Mabar,5,Ngasal kasih bintang 5 soalnya lagi nungguin download game ini,2024-08-29 12:19:33,positif
tokokue qita,5,Game nya bagus tapi tambahin dong bandara di indonesia sama Malaysia Oh tah sama pesawat nya juga di tambahin,2024-08-29 11:05:14,positif
Muhammad Haidar,5,Geme ini aku udah main selama 4 tahun dari tahun 2021-2024 dan sekarang udah update ke 4 dan penambahan bandara baru dan geme bagus banget,2024-08-28 09:22:14,positif
Umar azzam Abdurrahman,4,Game sudah bagus tapi kurang pas take off ban pesawat ga masuk jadi kek kurang aja,2024-08-28 03:51:01,positif
Rossy Putra,5,Game nya sih bagus 👍 cuma ya! Kenapa kok pas pesawatnya udah diparkirin terus pas mau aktifin kru kok ngebug kayak gak kepencet! Tolong development diperbaiki ya!,2024-08-27 05:28:09,positif
rakha sakhi,5,"The games is good, i often play the game every day, for X size planes near airport, for example Malaysia Airlines, Thai , Singapore Airlines A380s are not available at NGO, my suggestion is to add A330neo and rework A332/A333. And we hope the next new airport Will be in Indonesia, for example Denpasar Bali airport, or Changi Singapore airport😁😁🙏🙏🥰🥰",2024-08-26 11:15:03,positif
DEBRIK.,5,"Nice game , Also add Indonesian airports!!",2024-08-26 07:56:55,positif
Fachrul Sajjad,4,Pilihan bandara nya terlalu sedikit setidaknya memiliki banyak dan pemain bisa memilih bandara mana yg mau dia kelola,2024-08-25 22:24:41,positif
FADLY ABDILLAH,5,Ulasan,2024-08-25 05:58:59,positif
Agung & Aly'arasy,1,aku pas loading lama banget,2024-08-25 05:17:47,negatif
Zamri Putra,1,gamenya terlalu berat sering keluar terus nggak rekomend di kasih bintang satu aja nggak puas mainnya padahal game bagus,2024-08-24 12:44:11,negatif
Gavi Andika,5,Gg gaming game nya bagus banget,2024-08-24 04:03:58,positif
Yan Siregar,3,"Gonta ganti bandara,, isinya glitch sama bug semua Yang mau take off pesawatnya numpuk jadi 2 Pesawat mau parkir malah berhenti ngga jelas alhasil macet Ngga ada yg ke parkir tuh pesawat dan ganggu penerbangan",2024-08-23 16:56:21,netral
M Tambunan,5,Ini adalah upaya ketiga saya dalam mengulas world of airports Memainkan game selama beberapa lusin jam untuk membentuk beberapa opini,2024-08-23 13:10:28,positif
rzzkyy _,5,"kapan nih ada update an lagi biar lebih mantappp, oh ya tolong dong d permudah dikit aja gpp buat koin emas nya😭🤣 tambahin bandara indo dong min",2024-08-23 10:52:39,positif
samuel Theodore,5,"Game nya super sih bagus tapi ada kekurangan nya yaitu remodel pesawat yang versi lama ini juga lebih penting karena tidak nyaman aja gitu dan juga saran sih tambahkan bandara, pesawatnya, kendaraan, npc, communication baru, dan lain lain dan juga kurangkan nominal Gold planes dan Silver ini juga terpengaruh oleh Player baru karena itu sangat mahal dan juga di perbagus soal grafik karena aku sangat ingin game ini dipertambah soal grafik dan juga buat pass gratis yang sedikit menguntungkan sekian",2024-08-23 06:47:44,positif
kanim bae,5,MANTAPP PAHAM🙂,2024-08-23 02:21:40,positif
Win Winee,4,Coba dulu,2024-08-22 13:26:07,positif
Satria Rama,3,"Ayo dong, buat PENGALAMAN pemain merasakan perubahan jalur runaway taxi sendiri seperti keberangkatan maupun kedatangan. Jangan jalur 16R terus terusan seperti di SYD",2024-08-21 20:45:58,netral
Muhammad Arsyyasentika,5,game nya bagus tapi ada sedikit beberapa bug tolong di perbaiki untuk developer 🙏,2024-08-20 23:58:34,positif
Muhammad Fikri Arrasyid,5,Ini bagus sekali,2024-08-20 08:49:39,positif
Una Alfatih,5,"Kurangnya cuman ga bisa pause aja, pas mau log put dari gamenya.. jdi pesawatnya numpuk mau tiba di bandaranya, sisanya game ini bagus bnget grafik oke banget, pokoknya sukaaaa",2024-08-20 01:09:28,positif
imyours ss,5,Halo bang saya suka ini game nya bagus bgt 😀,2024-08-19 13:55:46,positif
Jågad Ãl Ãrsy,1,Parah sih setelah saya download gak bisa saya buka.. versi Android 14.,2024-08-19 11:31:54,negatif
Fadly Kamil,5,i hope that in the next update you can add rain.,2024-08-18 17:55:55,positif
Muhammad Rijki Muhaimin,5,Ini online apa offline?,2024-08-18 16:39:40,positif
Ayam Goreng,5,"This game is good,maybe you can improve the graphics of the game",2024-08-18 12:52:26,positif
Apriliant Bagus,5,Tolong tambahkan bandara di Indonesia.,2024-08-18 11:53:31,positif
deny ramadan,1,jlek,2024-08-17 19:26:40,negatif
obay sobari,5,Pesawatnya bagus ada pesawat yang aku suka pokoknya baguss bangettttt temn aku sampe ada yang ikutannn,2024-08-17 07:21:36,positif
YEAH LEGEND,5,Ini nagih banget sih,2024-08-17 01:54:57,positif
mark nark,4,"Tolong perbaiki semua Grafis pesawat di setiap Bandara, Masih banyak pesawat yang seperti Mini Tycon. ( KURANG HD ) kami para player memohon agar semua pesawat Bisa di tingkat kan Detail nya ( 3D ) Terutama Grafis pesawat.",2024-08-15 15:41:49,positif
Cahyadi Nurrochmat,4,Tolong tambahkan bandara yg ada di Indonesia terutama CGK,2024-08-15 02:23:34,positif
Febri Yanto,3,Masih nyoba,2024-08-14 14:17:01,netral
Mohamad Fikri,1,Game Nya Patah2 Tolong Diperbaiki Lg Untuk Device Samsung Galaxy A31,2024-08-12 16:30:09,negatif
Valentcia Natalie,5,Aku cinta AN22,2024-08-11 22:54:01,positif
Jge Tomohon,5,Mohon Tambhkan Airport Soekarno Hatta Indonesia dalam game,2024-08-11 14:27:00,positif
Emyr,5,Keren banget,2024-08-11 12:40:17,positif
Katzen G,5,"Sejauh ini saya sangat menikmati permainan ini, graphic yg simple dan memanjakan mata tidak telalu berat untuk hp kelas menengah ke bawah, animasi yg menakjubkan dari pesawat hingga petugas lapangan sebuah detail kecil yg cukup membuat saya terkesan. Dan saya memiliki sebuah masukan untuk menambahkan beberapa livery terbatas dari sebuah maskapai seperti Airasia x girls frontline dan sebagainya, lalu bisa di tambahkan custom livery untuk pesawat player, dan sistem cuaca.So Big Thanks for you Dev.",2024-08-11 10:24:42,positif
Muhammad anfas sulton (Muhammad anfas sulton),5,"Bagus banget aku suka gamenya, semoga game nya makin sukses, dan semoga developer nya selalu sehat sehat aja",2024-08-11 07:20:28,positif
Robi Anggara,5,Bagus banget,2024-08-10 15:52:36,positif
Sandi Saputra,1,Kenapa saya nggak dapat download game ini,2024-08-10 15:49:19,negatif
Kelvin Revaldo,5,Krafiknya bagus pilot nya kayak asli dan game nya gratis,2024-08-09 10:21:01,positif
Aguero Kunaguero,5,Bagus banget game nya tapi harusnya ad fitur kita jadi pesawatnya biar tambah seru! Untuk sekarang sih cuman bisa jadi pov take off am landing tapi take off nya cuman sebentar kita liatnnya itupun kita gk bisa gerakin pesawatnya semoga kedepannya kita bisa gerakin pesawatnya ke tempat airpot player dan semoga ad fitur multiplayer,2024-08-09 03:33:39,positif
doy oxs,2,game tai,2024-08-08 14:48:51,negatif
M Ariel,5,Bagagaggagwg,2024-08-08 11:28:15,positif
Farid Faiza,5,"Gamenya bagus ,menarik ,seru ,dan ga bikin bosen. Tapi banyak yg harus ditambahkan dan di benerin ,contoh :optimasi yg mungkin masih agak kurang ,bandara yg masih terbilang sedikit ,dan pesawat belum ada model baru atau belum di ubah ,dan mungkin bisa di tambah opsi tugas lain lagi ,seperti pesawat yg butuh pendaratan darurat dan perbaikan pada pesawat lain ,selain itu...cuaca juga bisa berpengaruh pada lepas landas dan pendaratan pada pesawat",2024-08-08 02:29:26,positif
Adam Khairi,3,"Sering keluar² gak jelas, wifi udah bagus masih aja keluar² terus, tolong deplovernya perbaiki lagi ya 🙏🏻",2024-08-07 03:12:27,netral
Selly Atna,5,gamenya bagus,2024-08-06 20:53:46,positif
al khoiri,5,"Bangun bandara dan koleksi jenis pesawat serta maskapai yang ada didunia. Sesimpel itu gameplay nya dengan grafis dan SFX yang cantik dan keren. Tolong tambahkan fitur sortir jenis pesawat pada bagian kontrak saat akan menurunkan pesawat. Dan tambahkan keterangan berapa jumlah total haul/ramp yang sudah kita bangun (S, M, L, XL) untuk setiap bandara, agar memudahkan perhitungan pembuatan jumlah kontrak. THX Flyboys untuk game kerennya.",2024-08-06 19:13:07,positif
Masrzuki Zuki,4,Donlodnya lama sekali,2024-08-06 13:19:36,positif
Rafiq Efan,5,"Game nya bagus, tolong tambahin di update yang baru bandara CGK Jakarta Indonesia, dan perbarui untuk bisa masuk ke bandara ny",2024-08-06 02:48:54,positif
Dejuri Riri,3,Bagus banget games ya plis klo bisa suara nya jgan sering ilang,2024-08-05 13:31:12,netral
heru x,5,Plse tambahin bandara CGK bandara Soekarno-Hatta untuk dapat kesan pengalaman yang menarik dari bandara asia tenggara,2024-08-05 11:37:56,positif
Ato Ss,5,Messi,2024-08-05 11:12:22,positif
Koko Susanto,4,"Sudah bagus, saran saja kalau bisa view kopit pesawat dong",2024-08-03 07:32:52,positif
Edy Tanz,4,Bagus game nya.cuma koin perak nya sulit terkumpul.karna kerja sama.harus pakai koin perak dan uang.jadi susah buat beli pesawat dari negara lain,2024-08-02 15:01:55,positif
Faisal,5,"Saya ingin memberi masukan semoga dibaca, kalau bisa ditambah kan seperti event, task dan hadiah login harian supaya game nya tidak bosan",2024-08-02 14:10:19,positif
jamal keat,5,please add MD11 / DC10 thanks,2024-08-02 10:42:46,positif
Nadif Alammari,5,"The game is good, like having your own airport",2024-08-02 10:29:07,positif
Yahya Yahya,5,Pokonya mantab,2024-08-02 03:09:08,positif
Brillian Cell,1,gk bisa di updet,2024-08-01 23:52:57,negatif
JOE66,5,"game nya seru bgt, yg bikin ga enak tuh dapet koin nya harus sabar tapi ni game tetep baguss, goodd B5 buat ni game👍👍",2024-08-01 15:28:28,positif
R Simanjuntak,5,Please make this game developer add more for the airport location in Jakarta (Indonesian).... Tolong buat developer game ini tambahin lagi buat lokasi bandara nya di jakarta ( Indonesia ),2024-07-31 15:21:36,positif
Alfonzo Pramudya Gustasio`,5,"Game ini sangatlah bagus, menurut saya game ini sudah sangat bagus sekali, dan saya memiliki saran menambahkan bandara kai tak yang memiliki pendaratan ekstrem, terimakasih.",2024-07-31 13:39:37,positif
Yusuf 250,5,gamenya bagus tapi setidaknya kalau mau menambah crew untuk pesawat yang mendapat jangan pakai gem (diamon) yang harus top up setidaknya bisa di beli dengan koin hasil dari bermain berjam jam hingga udah tahunan itu sih kekurangannya terlalu mahal untuk top up,2024-07-31 13:19:48,positif
nizu akiyama,5,"Grafik dan gameplaynya bagus, pengalaman game baru yang menarik berbeda dengan game penerbangan lainnya. Aku suka!",2024-07-31 09:48:33,positif
bagas mufqi,4,"Tambahkan bandara Indonesia, perbanyak livery pesawat, permudah mendapatkan dan membeli livery pesawat karna livery saat ini terlalu mahal",2024-07-30 16:59:43,positif
Ilham Arya,5,izin bertanya admin. mengapa terus ada update ya dari kemarin (28/7) hingga saat ini (30/8). apakah memang ada update secara berkala ataukah sebuah bug?,2024-07-30 14:22:51,positif
Ahmad Jureni,5,Cukup bagus menurut saya.kalau bisa Tambahkan bandara yg ada di indonesia,2024-07-30 09:51:16,positif
MUH IKRAM 777,4,Tolong tambahkan mode offline,2024-07-30 09:35:35,positif
Al Rajendra,5,Coba tambahkan bandara dan livery dr Indonesia,2024-07-30 09:27:03,positif
Ahmad Saugi,5,Sering bug..sama keluar sendiri sekarang..,2024-07-30 07:53:35,positif
Yoyo Giberka17,5,"Salut dengan developer nya. Masalah bug yang ada di bandara bri langsung di perbaiki. Kali ini aku beri bintang 5. Pembelian emas menggunakan silver, tolong dipercepat ya min. Thanks udh tanggapin masalah bug nya min",2024-07-29 13:58:38,positif
iqsan,5,"untuk developer game ini game nya sangat bagus, mungkin saran dari saya buat game yang serupa dengan ini tapi dengan tema pelabuhan atau stasiun dan bisa juga terminal bus dll, mungkin akan rame dan bisa ganti"" game agar tidak bosan, terimakasih.",2024-07-29 13:10:41,positif
Arlissa Rizky Audityani,5,"Sejauh ini gamenya seru, hanya uang dan coin susah di dapat, terkesan lama ngumpulinnya dengan waktu handling yang lumayan lama dan kalau bisa tambahin cuaca hujan/badai",2024-07-29 12:31:45,positif
Deni Mandasari,5,Sangat bagus terus tambahkan detail yang nyata dan bandara yang banyak dan jangan lupa untuk adakan fitur terbaru,2024-07-29 12:22:44,positif
Abdi Kunz,3,Game cukup bagus namun kenapa pesawatnya selalu saling berhenti saat di kanan ada pesawat dan di kiri ada pesawat mereka selalu berhenti dan itu sangat menggangu,2024-07-29 11:16:20,netral
Edi Deski,5,"Secara akui game penerbangan simulator lumayan bagus, tapi next update tolong kepada developer game simulator tambahin lagi varian pesawat terbang dong seperti Boeing 737 max 9, Boeing 737 max 10, Boeing 777X9, Boeing 777X8, Boeing 777X cargo dan Boeing 737- 900 biar banyak pilihan tipe pesawat plus maskapai dan biar bisa update terbaru saat ini, satu lagi kalau bisa developer game ini bikin bandara satu lagi setidaknya bandara negara Indonesia yah kalau bisa khusus bandara Indonesia digratiskan",2024-07-29 10:38:03,positif
Kevin,4,Bagus cuman kok susah di download gamenya soalnya aku hapus,2024-07-29 10:04:05,positif
Ady ady,5,Di Nagoya tambahin maskapai lion air dong. Game nya udah bagus.. Dan tambahin jenis pesawat nya seperti Boeing 767 dan tambahin fitur seperti emergency landing dan helikopter juga,2024-07-29 09:29:15,positif
Michael Indrawan,5,Keren,2024-07-29 08:45:29,positif
[Rizky] Daop1 Kebayoran,5,game nya memang bagus tapi mohon min harga premium turunin dikit aja plisss,2024-07-29 08:29:01,positif
Renat Dasayev,5,Tambah bandara CGK jakarta dong min,2024-07-29 07:07:00,positif
Richard Damning,1,GAme sampah foreclose mulu ajg,2024-07-29 03:13:45,negatif
Suka Mandiri,2,"Baru bgt update, terus langsung banyak bug nya. Mohon diperbaiki",2024-07-28 17:10:35,negatif
Dirly Siburian,5,Aku suka sih karena gema kayak real banget loh,2024-07-28 08:40:53,positif
Alex Panzz,5,"Semuanya sudah bagus, kalo bisa tambahkan mempercepat gameplay agar tidak bosan seperti uatc",2024-07-27 18:00:50,positif
Dian Putera,3,Tambahkan bandara di Indonesia,2024-07-27 16:46:59,netral
Benny Nathanael,5,Super App. Thanks.,2024-07-27 13:00:28,positif
Robin Yulianto,1,Habis update masih banyak bug sering macet,2024-07-27 11:55:22,negatif
Muhammad Sofi,5,"Tolong di fix ya, semenjak di update terakhir ini... Kok jadi ngebug ya, pesawat nya gak mau jalan ke landaasan buat take off... Terima kasih",2024-07-27 11:47:30,positif
Roberth Ronny Solang,1,"Terlalu banyak bug, jadi seperti game stupid",2024-07-27 11:25:35,negatif
Sartim Sartim,5,Halo bisa tambahin cuaca berangin dan hujan boleh?,2024-07-27 10:34:52,positif
Achmad Suhartono Mursid Pranajaya,1,"Di update jaringan tambah lambat, saat masuk lama, saat proses ground lama",2024-07-27 08:35:47,negatif
Aryanti Yanti,4,Lumayan ngak kayak dulu,2024-07-27 01:48:56,positif
Syafii Abd Karim,5,"Gamenya bikin enjoy. Kendalanya ada macet di airport Bari, saat ada pesawat masuk dan keluar dari parkiran bersamaan. Harus keluar dari bandara lalu masuk lagi.",2024-07-27 01:14:34,positif
Albert Davin Hufairi,4,Please fix the taxi problem in Nagoya airport,2024-07-25 16:52:11,positif
Pipin Channel,5,"Tamabahin fitur cuaca, hujan, mendung, salju dll, sama utk kamera dalam menara kalo bisa dibikin bebas, supaya bisa ngurus pesawatnya juga.",2024-07-25 11:58:13,positif
